Algorithm,Type,Security Level,Key Generation (ms),Key Gen Std (ms),Public Key Size (bytes),Secret Key Size (bytes),Message Size (bytes),Signing (ms),Sign Std (ms),Verification (ms),Verify Std (ms),Signature Size (bytes),Family
SPHINCS+-SHAKE-192f-simple,Post-Quantum,3,1.377819538116455,0.018850085096415826,48,0,1048576,39.403767347335815,3.2040495237968316,3.1987924575805664,1.031719298462412,35664,SPHINCS+
SPHINCS+-SHAKE-192s-simple,Post-Quantum,3,88.62982654571533,2.723175136821507,48,0,1024,800.7773749828339,12.69563328248809,0.678203821182251,0.04035178304630978,16224,SPHINCS+
SPHINCS+-SHAKE-192s-simple,Post-Quantum,3,88.62982654571533,2.723175136821507,48,0,10240,798.6135520935059,11.099624211719423,0.6899278163909912,0.1285618415301798,16224,SPHINCS+
SPHINCS+-SHAKE-192s-simple,Post-Quantum,3,88.62982654571533,2.723175136821507,48,0,102400,799.0410628318787,11.146604772093982,0.790236234664917,0.15503170992016113,16224,SPHINCS+
SPHINCS+-SHAKE-192s-simple,Post-Quantum,3,88.62982654571533,2.723175136821507,48,0,1048576,800.763904094696,10.581120793677275,1.7736845016479492,0.06186124326690588,16224,SPHINCS+
SPHINCS+-SHAKE-256f-simple,Post-Quantum,5,3.6841046810150146,0.27263046321677303,64,0,1024,73.50923657417297,2.2190248300645443,1.963543176651001,0.05599668357335964,49856,SPHINCS+
SPHINCS+-SHAKE-256f-simple,Post-Quantum,5,3.6841046810150146,0.27263046321677303,64,0,10240,73.69557976722717,2.591940568362622,1.972977638244629,0.08905588397139605,49856,SPHINCS+
SPHINCS+-SHAKE-256f-simple,Post-Quantum,5,3.6841046810150146,0.27263046321677303,64,0,102400,73.86276650428772,2.2593877220912937,2.068502187728882,0.09783514387322227,49856,SPHINCS+
SPHINCS+-SHAKE-256f-simple,Post-Quantum,5,3.6841046810150146,0.27263046321677303,64,0,1048576,75.81579065322876,2.914354415661327,3.051149606704712,0.26745556183579394,49856,SPHINCS+
SPHINCS+-SHAKE-256s-simple,Post-Quantum,5,58.417560338974,1.5193899046308343,64,0,1024,698.137434720993,9.447025888033231,0.9830095767974854,0.16745825537315043,29792,SPHINCS+
SPHINCS+-SHAKE-256s-simple,Post-Quantum,5,58.417560338974,1.5193899046308343,64,0,10240,698.431795835495,9.738572719618826,0.9835267066955566,0.036821025958839855,29792,SPHINCS+
SPHINCS+-SHAKE-256s-simple,Post-Quantum,5,58.417560338974,1.5193899046308343,64,0,102400,699.1025958061218,11.170194045457508,1.0842211246490479,0.03567090724320518,29792,SPHINCS+
SPHINCS+-SHAKE-256s-simple,Post-Quantum,5,58.417560338974,1.5193899046308343,64,0,1048576,702.1457190513611,11.797764106324612,2.087928056716919,0.24580711292481447,29792,SPHINCS+
cross-rsdp-128-balanced,Post-Quantum,1,0.010647296905517578,0.0011587495170545812,77,0,1024,0.6274914741516113,0.018504335302615235,0.3565077781677246,0.010611134314854196,12912,cross
cross-rsdp-128-balanced,Post-Quantum,1,0.010647296905517578,0.0011587495170545812,77,0,10240,0.6260764598846436,0.008260854473546344,0.35823512077331543,0.005090389042835999,12912,cross
cross-rsdp-128-balanced,Post-Quantum,1,0.010647296905517578,0.0011587495170545812,77,0,102400,0.7068414688110352,0.024501578876984027,0.4378232955932617,0.017561656676600326,12912,cross
cross-rsdp-128-balanced,Post-Quantum,1,0.010647296905517578,0.0011587495170545812,77,0,1048576,1.502384901046753,0.031201223144302043,1.2273969650268555,0.02715723486457762,12912,cross
cross-rsdp-128-fast,Post-Quantum,1,0.010071754455566406,0.0006367367106282111,77,0,1024,0.35084986686706543,0.01765969965607886,0.2000586986541748,0.009160479760882965,19152,cross
cross-rsdp-128-fast,Post-Quantum,1,0.010071754455566406,0.0006367367106282111,77,0,10240,0.3515596389770508,0.0048818886337368824,0.20371651649475098,0.003843921233447166,19152,cross
cross-rsdp-128-fast,Post-Quantum,1,0.010071754455566406,0.0006367367106282111,77,0,102400,0.44408178329467773,0.014049388056886285,0.2902963161468506,0.010127469290112594,19152,cross
cross-rsdp-128-fast,Post-Quantum,1,0.010071754455566406,0.0006367367106282111,77,0,1048576,1.21925687789917,0.020527285342424827,1.0640830993652344,0.01838333756364494,19152,cross
cross-rsdp-128-small,Post-Quantum,1,0.010102033615112305,0.0007338243070761593,77,0,1024,2.319847822189331,0.04758212675672571,1.3186333179473877,0.026304055275022647,10080,cross
cross-rsdp-128-small,Post-Quantum,1,0.010102033615112305,0.0007338243070761593,77,0,10240,2.3433678150177,0.2814211970463243,1.335883378982544,0.19331556182392584,10080,cross
cross-rsdp-128-small,Post-Quantum,1,0.010102033615112305,0.0007338243070761593,77,0,102400,2.4047770500183105,0.05406762949771705,1.4053030014038086,0.029360709489382207,10080,cross
cross-rsdp-128-small,Post-Quantum,1,0.010102033615112305,0.0007338243070761593,77,0,1048576,3.205713987350464,0.33770909923907766,2.196803569793701,0.245376373591815,10080,cross
cross-rsdp-192-balanced,Post-Quantum,3,0.020638465881347656,0.0012514114961302896,115,0,1024,1.405189037322998,0.09088388015662195,0.7597682476043701,0.043179182078960175,28222,cross
cross-rsdp-192-balanced,Post-Quantum,3,0.020638465881347656,0.0012514114961302896,115,0,10240,1.3957493305206299,0.033240824297821464,0.7588434219360352,0.021512451185539117,28222,cross
cross-rsdp-192-balanced,Post-Quantum,3,0.020638465881347656,0.0012514114961302896,115,0,102400,1.5038070678710938,0.03537737451677884,0.8624944686889648,0.020193451125919352,28222,cross
cross-rsdp-192-balanced,Post-Quantum,3,0.020638465881347656,0.0012514114961302896,115,0,1048576,2.46799898147583,0.3244241299561143,1.8315932750701904,0.30785705167612537,28222,cross
cross-rsdp-192-fast,Post-Quantum,3,0.020863056182861328,0.0012182224481821443,115,0,1024,0.7800211906433105,0.013313487905090635,0.4440629482269287,0.0064686645874915795,42682,cross
cross-rsdp-192-fast,Post-Quantum,3,0.020863056182861328,0.0012182224481821443,115,0,10240,0.7894322872161865,0.009103859264131691,0.4536309242248535,0.005599033018317858,42682,cross
cross-rsdp-192-fast,Post-Quantum,3,0.020863056182861328,0.0012182224481821443,115,0,102400,0.9065802097320557,0.025064018075746902,0.564568042755127,0.014300808854557123,42682,cross
cross-rsdp-192-fast,Post-Quantum,3,0.020863056182861328,0.0012182224481821443,115,0,1048576,1.844839096069336,0.022931401041935796,1.5089952945709229,0.016529608018638637,42682,cross
cross-rsdp-192-small,Post-Quantum,3,0.02137160301208496,0.0017229710686103364,115,0,1024,3.2868752479553223,0.14141089434100546,1.7323837280273438,0.048956587530444566,23642,cross
cross-rsdp-192-small,Post-Quantum,3,0.02137160301208496,0.0017229710686103364,115,0,10240,3.2889509201049805,0.08457989618275305,1.7392127513885498,0.04454153712387291,23642,cross
cross-rsdp-192-small,Post-Quantum,3,0.02137160301208496,0.0017229710686103364,115,0,102400,3.3798725605010986,0.3922604504509254,1.8338909149169922,0.19025783000782967,23642,cross
cross-rsdp-192-small,Post-Quantum,3,0.02137160301208496,0.0017229710686103364,115,0,1048576,4.363099575042725,0.38283564018831173,2.8139729499816895,0.3260423435900953,23642,cross
cross-rsdp-256-balanced,Post-Quantum,5,0.03663825988769531,0.0018411166178083206,153,0,1024,2.4653329849243164,0.057039387260645204,1.2427330017089844,0.02862995381730555,51056,cross
